brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews
ASUS,ROG,AMD,Ryzen 9,,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,15.6,1,No,Yes,2599.87,3379.87,23,4.7,9,2
ASUS,ROG,AMD,Ryzen 9,,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,1494.87,2118.87,29,4.6,28,4
ASUS,ROG,AMD,Ryzen 9,,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,15.6,1,No,Yes,1689.87,2443.87,30,4.3,204,35
ASUS,ROG,AMD,Ryzen 9,,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,13.4,1,Yes,Yes,1494.87,2287.87,34,4.3,32,6
MSI,Delta,AMD,Ryzen 9,,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,1910.87,2456.87,22,0,0,0
ASUS,VivoBook,AMD,Ryzen 9,,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,1364.87,1858.87,26,4.5,14,2
ASUS,ROG,AMD,Ryzen 9,,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,Yes,No,1494.87,2365.87,36,4.7,14,1
ASUS,ROG,AMD,Ryzen 9,,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,Yes,Yes,1624.87,2287.87,28,5,3,0
ASUS,Zenbook,AMD,Ryzen 9,,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,Yes,No,1754.87,2222.87,21,0,0,0
HP,OMEN,AMD,Ryzen 9,,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,16,1,No,Yes,1845.87,2128.607,13,0,0,0
ASUS,Rog,AMD,Ryzen 9,,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,1689.87,2170.87,22,0,0,0
ASUS,ROG,AMD,Ryzen 9,,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,,1,Yes,Yes,1858.87,2625.87,29,4,4,1
ASUS,Zephyrus,AMD,Ryzen 9,,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,1585.87,2027.87,21,0,0,0
ASUS,ROG,AMD,Ryzen 9,,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,,1,Yes,Yes,1624.87,2534.87,35,4.2,44,12
ASUS,ROG,AMD,Ryzen 9,,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,0,No,No,1845.87,2469.87,25,4.2,61,13
ASUS,VivoBook,AMD,Ryzen 9,,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,2118.87,0,0,0,0,0
ASUS,VivoBook,AMD,Ryzen 9,,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,1696.5,2118.87,19,0,0,0
ASUS,VivoBook,AMD,Ryzen 9,,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,,0,No,No,1520.87,1949.87,22,0,0,0
ASUS,Ryzen,AMD,Ryzen 9,,4 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,6,Casual,16,0,No,No,1806.87,2742.87,34,0,0,0
ASUS,ROG,AMD,Ryzen 9,,4 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,4,Casual,,1,Yes,Yes,3054.87,4562.87,33,0,0,0
ASUS,ROG,AMD,Ryzen 9,,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,1767.87,2248.87,21,0,0,0
ASUS,ROG,AMD,Ryzen 9,,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,1884.87,2534.87,25,0,0,0
ASUS,Ryzen,AMD,Ryzen 9,,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,,1,No,No,1949.87,0,0,0,0,0
ASUS,Ryzen,AMD,Ryzen 9,,4 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,1858.87,0,0,0,0,0
SAMSUNG,Galaxy,Qualcomm,Snapdragon 7c,,4 GB GB,LPDDR4X,0 GB,512 GB,Windows,32-bit,0,Casual,,0,No,No,506.87,623.87,18,0,0,0
Lenovo,Thinkpad,AMD,Ryzen 5,10th,8 GB GB,DDR4,512 GB,0 GB,DOS,64-bit,0,ThinNlight,14,0,No,No,747.37,1019.2,26,4.2,18,4
